var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,ETIQ
0.7508,0.148,0.5736,0.4836,0.8934,0.2384,0.2234,0.5473,0.4653,0.5005,0.9035,0.1532,0.1822,0.7396,0.487,0.5,0.7762207142908131,0.876853142592299,0.04803823237507532,0.7141064128562941,0.45928859837661806,0.8742426471761838,0.11550762423227223,0.8387779550108211,0.6844502870325679,0.25591790402113657,0.4060724872380998,0.5221762269244237,0.64522022182809,0.4436784656817192,0.8962518941155668,0.3888953855593112,1
0.829,0.1505,0.5179,0.4863,0.8417,0.1578,0.185,0.5138,0.5012,0.4902,0.8179,0.1639,0.1604,0.8224,0.5162,0.5044,0.4296047612343422,0.09269791931415405,0.46215166271904307,0.8771253063739697,0.07343550637201324,0.3787295783407292,0.08010443266156009,0.007057484390161628,0.44420920776687517,0.14290265813358244,0.9153910178070929,0.14772321687208573,0.5383270607728194,0.8304774895999538,0.25334780997682527,0.06989813769812084,1
0.8322,0.1611,0.5094,0.5024,0.8178,0.1677,0.166,0.4923,0.498,0.4923,0.8215,0.1601,0.1826,0.8192,0.5023,0.5103,0.8266929963561697,0.5507429261498079,0.5706898606048652,0.8992831994953924,0.08498540089647677,0.944339879720712,0.7530906901282888,0.8508934414145191,0.33135141948259617,0.13095551180013174,0.7242040741089084,0.7666115572736455,0.9460641915116014,0.1170661342663004,0.7873785905605878,0.3038442322206952,1
0.8224,0.2256,0.493,0.5188,0.7366,0.256,0.2509,0.4352,0.5301,0.4174,0.9142,0.0642,0.0823,0.8247,0.4504,0.483,0.8152137564178015,0.393802008752522,0.023191276519372694,0.9975345243422162,0.6329056141387182,0.7116774804376348,0.6956389354140375,0.29875014395935573,0.3262281789430617,0.3420914795083164,0.20214000295709172,0.2185507084422975,0.8509401139299244,0.6029605045905811,0.3871391284655733,0.632995384762019,1
0.841,0.154,0.4849,0.5015,0.8456,0.1727,0.1753,0.491,0.4949,0.5037,0.8261,0.1617,0.1769,0.8178,0.5055,0.4923,0.6569050114989594,0.4507605669392827,0.2267846723820116,0.4995369655822486,0.4677528843547406,0.3019314257269431,0.7494388040241802,0.9088946167243056,0.8038257865297755,0.49909216662218686,0.11434964522674088,0.12561823115366966,0.2319833047806102,0.29310224669298374,0.8940932671124444,0.5154320179740773,1
0.8522,0.1863,0.4736,0.4752,0.8248,0.1631,0.161,0.5088,0.4923,0.4836,0.8623,0.1968,0.1858,0.8543,0.5292,0.5174,0.5980511811354146,0.023195650434397974,0.5444444519846586,0.6308624424404756,0.815493333816351,0.303429701803147,0.23440029638298165,0.3737460345268683,0.5853303731193608,0.4314843275545279,0.8117185652448237,0.38629831193627634,0.7643322845618121,0.333355944618469,0.7700522550754152,0.3851102465846366,1
0.7616,0.1198,0.5147,0.4987,0.8886,0.089,0.1541,0.4327,0.4651,0.4803,0.8707,0.2073,0.198,0.8231,0.5035,0.5393,0.16061240830311274,0.7793500559960111,0.02710649774663043,0.5647903740377629,0.8332175452802216,0.032399155634541765,0.1644670249525546,0.991941450250166,0.6183481625386706,0.4094318288946697,0.4009832745229973,0.5897336602898888,0.4555899107790131,0.4419262450320273,0.05821282195911689,0.4607215818393663,1
0.7869,0.2208,0.5469,0.5336,0.8554,0.1731,0.1192,0.4367,0.4384,0.4313,0.7921,0.2406,0.1784,0.7587,0.5505,0.4335,0.3075505432834572,0.7678810894170335,0.02841396755017489,0.4669607975645371,0.042922865630152685,0.24545888629263246,0.017284342211825066,0.6793699077466818,0.5035027010993759,0.9103722763602422,0.6300544250196772,0.48855869296050863,0.9182648625463766,0.6249242767857602,0.5935207972512953,0.5458951246441004,1
0.8426,0.1372,0.5476,0.4946,0.8482,0.2181,0.1449,0.5361,0.5332,0.5045,0.8095,0.2308,0.1602,0.8236,0.5152,0.4654,0.4540738073830082,0.3520028369289,0.42047291719337077,0.6802201446623114,0.25887870801398927,0.15459493738279362,0.041874670541842796,0.6538144550159984,0.2809622175828982,0.43369518892460224,0.7509732647592593,0.3445784102347396,0.4017691308832771,0.6689052071746011,0.9078369853190091,0.7702568608021799,1
0.8091,0.1726,0.4607,0.4488,0.8548,0.1387,0.1135,0.462,0.5322,0.5465,0.8834,0.1558,0.1615,0.844,0.5469,0.5267,0.6644918240298604,0.23924022998166672,0.515239914608103,0.9693779195076905,0.47337661517502283,0.7661292500529391,0.35052572429354045,0.5520743982972739,0.8064632573245384,0.49980651057706565,0.2284423313819652,0.5996935559459322,0.6188905929095699,0.7599675025049656,0.24476032782940096,0.05986773191659546,1
0.7381,0.1773,0.5398,0.4403,0.8061,0.0671,0.2274,0.511,0.4107,0.5601,0.9386,0.1614,0.2612,0.8574,0.4661,0.4917,0.7787418429904683,0.6979273060628478,0.5973691777888769,0.2946671950034917,0.056454458142692676,0.4822354291796913,0.7227439561173581,0.35970654700657156,0.32935228219136276,0.45769250459962707,0.8156617993105455,0.1838162981820182,0.4757386347714033,0.5198962310230674,0.14676633000031242,0.24692921040672242,1
0.9198,0.1511,0.521,0.4615,0.9143,0.2431,0.1291,0.4653,0.6044,0.5105,0.7322,0.0827,0.251,0.9332,0.4145,0.5795,0.7265247735175544,0.47096896437603275,0.06985747931685582,0.5809289454742945,0.5491691586164033,0.3217299155037664,0.19910310957587152,0.9855578074576734,0.5849238069913743,0.2476422620551634,0.21041239615149449,0.12408451900203073,0.9618531609574773,0.1460073943447643,0.40330407504666355,0.7005848536960048,1
0.8294,0.1652,0.5089,0.499,0.8306,0.1671,0.1567,0.4997,0.494,0.4922,0.8233,0.1756,0.1607,0.8373,0.4977,0.4976,0.5856345104399628,0.7244405878106647,0.04219561638663094,0.7332998377931648,0.16149849293140317,0.4831093576577409,0.3937147864705094,0.388914221883468,0.6778504025222017,0.4217898667388822,0.2860236774686654,0.7629930260660884,0.1259007027000512,0.04468121129094073,0.6008746752042586,0.9393097283734241,1
0.7845,0.1572,0.4894,0.5529,0.9155,0.1451,0.077,0.4152,0.5309,0.5418,0.7396,0.2602,0.176,0.7713,0.4054,0.4769,0.7907146361574829,0.20262507277431951,0.9450491411573432,0.8499509250929048,0.49141231043557465,0.8762433383880582,0.5497466164712731,0.9183317367483973,0.536777256690274,0.4146389614215701,0.7405129298856088,0.23518487248813033,0.5165402608038185,0.5666153147268461,0.630408633298001,0.7600511150393752,1
0.8525,0.1503,0.5089,0.4973,0.853,0.1659,0.1735,0.5226,0.4939,0.5013,0.8314,0.1777,0.155,0.8145,0.5126,0.5051,0.48850374730641455,0.97761253102664,0.7439858385138565,0.6582429007682308,0.9941388292657111,0.6954969397659884,0.24494574863369467,0.6473021073228062,0.45688795503783075,0.5695310902172455,0.38553317580213947,0.2134467006354869,0.14360747548642824,0.7326557583357723,0.42458953135377936,0.6962795812345446,1
0.8265,0.212,0.4758,0.4712,0.8767,0.1426,0.208,0.4439,0.4775,0.4758,0.8767,0.1595,0.2291,0.8666,0.5245,0.4805,0.16971867866273227,0.40474783550120685,0.7033389103411463,0.19076737527577348,0.4232536308481426,0.22937007572428014,0.4138107835504,0.23126799407285326,0.6426737202715099,0.5820745978602003,0.08607241174107683,0.8650054990800533,0.4207660009975516,0.5878891261314522,0.2377418880664692,0.13858049586710547,1
0.8434,0.1593,0.436,0.4704,0.8346,0.1324,0.1768,0.4639,0.5541,0.4496,0.8673,0.207,0.2414,0.8803,0.5032,0.4518,0.7030128751108298,0.8346393433250555,0.4812309580821347,0.7122982228582864,0.7548339584624295,0.807712124275979,0.8021412683336109,0.6573250878641598,0.780375493199892,0.40321297615490054,0.4550319316711403,0.11225014755220908,0.4423905017348346,0.8849895812462957,0.5726821284242112,0.5951195033789901,1
0.8341,0.1704,0.5016,0.5008,0.8379,0.1691,0.1684,0.5042,0.5013,0.5048,0.828,0.1695,0.1641,0.8386,0.5043,0.5034,0.7387005839678107,0.729377081129842,0.5229356490193289,0.796040603416805,0.1892119055878354,0.7198934882398283,0.6383505961562338,0.5407189131007601,0.7488465848450041,0.39085024404859653,0.7921630753801381,0.5594209457755516,0.27537689676872656,0.6989095915544493,0.8735424002315674,0.41563165834237303,1
0.7556,0.0721,0.4802,0.4092,0.9233,0.0872,0.1346,0.4573,0.5067,0.5605,0.7508,0.1509,0.0948,0.8534,0.5069,0.4297,0.6043442525153001,0.9182987975145487,0.7895005561302904,0.6906472423253603,0.9007677180191742,0.8713315943333568,0.3276158073186056,0.8607473856995307,0.5586230489049308,0.7365509137425414,0.508118052782793,0.09447719317780276,0.14855561909817716,0.7237540702881518,0.4512574441072845,0.26919020762504475,1
0.7765,0.1077,0.5477,0.4364,0.852,0.2052,0.099,0.563,0.4669,0.5132,0.8127,0.2504,0.235,0.8101,0.4693,0.5712,0.8861111769023939,0.5823463346102041,0.9253779100345005,0.1754610821608621,0.8020227735448248,0.24263572972620384,0.39967900114698596,0.5079887815330915,0.3171476294898026,0.3327707682718964,0.6563738458997915,0.1370829840914099,0.2583941022130904,0.5064560957049217,0.6313345892723743,0.7186359506226166,1
0.9044,0.2582,0.6085,0.443,0.9311,0.1825,0.1711,0.4689,0.5673,0.5425,0.7254,0.2567,0.1664,0.7758,0.5235,0.4841,0.421753165150601,0.5168230513279659,0.09268115644624964,0.05899722955385056,0.7243165900203707,0.2703633550392862,0.27754518925330196,0.70026265338568,0.608718268361289,0.656911978837495,0.4148030512352905,0.7149494881526827,0.3759267770167553,0.2063078349769938,0.68593659579003,0.6224394180042959,1
0.8214,0.2131,0.4687,0.5024,0.829,0.1215,0.171,0.5065,0.5194,0.5086,0.8078,0.1262,0.1964,0.8694,0.4787,0.4878,0.7566404512998011,0.5349746969952134,0.8177376176070963,0.35065176912033014,0.8900416237621592,0.6382336973586779,0.846726312562582,0.8139055306323555,0.6508025819488515,0.2506425227156223,0.6424204836663249,0.6623767646227968,0.5553140781777464,0.9359541248670851,0.5202476930985197,0.5112391031619727,1
0.8295,0.2208,0.5833,0.4851,0.9269,0.12,0.0997,0.4472,0.4227,0.5199,0.8941,0.2667,0.1553,0.8996,0.5367,0.4882,0.7009522324168604,0.9241558761446781,0.7542240304477038,0.4502103376885973,0.11840583320751819,0.4033459123797647,0.6137564228390128,0.022958779062946744,0.28975808281465393,0.7747921379521405,0.5749025144922286,0.5621116917614941,0.5278156877977871,0.7208794472890708,0.36808677218448055,0.4627884499285405,1
0.8248,0.1942,0.4818,0.4766,0.8074,0.1537,0.1371,0.4796,0.4576,0.5254,0.8176,0.1519,0.1471,0.7986,0.4844,0.4969,0.5965002785329043,0.4079472664159526,0.4756002758549902,0.06623218336511338,0.07823635147965935,0.6484473769113032,0.2692606431823166,0.15433923630913582,0.7516316241942178,0.9085968462311343,0.34824580037448033,0.6781411907288126,0.7284327907986526,0.25644419379619354,0.04853431056387953,0.7370022171118606,1
0.7749,0.1384,0.4666,0.4884,0.8719,0.2218,0.1037,0.4653,0.5508,0.5873,0.7636,0.0099,0.3264,0.8646,0.5071,0.4587,0.8667394584868117,0.05714442910066653,0.7030980343833199,0.8230496907202036,0.8965374755967543,0.659260116339259,0.05363459910023094,0.4375872603762716,0.1916609165207844,0.2588701731611143,0.35191631360903447,0.38651182809842505,0.04918335155312017,0.3848830578970869,0.712486881498718,0.3119559334201419,1
0.8112,0.2572,0.4736,0.5839,0.745,0.1444,0.1574,0.4999,0.4355,0.542,0.767,0.0987,0.2429,0.8216,0.5713,0.4727,0.8745124677601195,0.41052840314649586,0.5353540875802147,0.7428002849357681,0.5770380547746751,0.3605818472215063,0.5921996692973718,0.4644702205369484,0.646408507413255,0.38879809989504716,0.20795738854320217,0.2420977303524845,0.1806445059469802,0.1766738131231996,0.3977441273364331,0.5224829572188769,1
0.7385,0.2625,0.6074,0.536,0.7642,0.2725,0.1139,0.5168,0.4933,0.6042,0.8632,0.237,0.1461,0.7795,0.4621,0.5175,0.33272616831072044,0.0698080948364137,0.26040582884295826,0.995092256963542,0.29272932300395715,0.3483760260265435,0.9810840827133354,0.10276549266368473,0.863482713702718,0.5850928757175217,0.4640339583536905,0.48963049388785396,0.7097348043549746,0.5618874955560219,0.8511235464044878,0.3552742223210267,1
0.8874,0.2461,0.5162,0.5114,0.8177,0.1228,0.2193,0.4102,0.5313,0.43,0.7371,0.1686,0.2161,0.8353,0.5862,0.5697,0.2527807327117413,0.37662834907555165,0.46408935210036995,0.4049489808578155,0.2745203458966947,0.15038951433535586,0.555416305493424,0.16898043339718682,0.8672373211954985,0.44739524488512616,0.4913260717174249,0.2701215364986511,0.38013694482545024,0.7407973249088757,0.45687676556541457,0.15631073938457277,1
0.8685,0.2197,0.477,0.5463,0.7567,0.2469,0.1139,0.4847,0.478,0.4667,0.7671,0.2378,0.2378,0.9026,0.518,0.4464,0.003649267882667395,0.7591408476445688,0.7636356348346681,0.36117320083178717,0.8819018771293257,0.159288781236831,0.9009739100090952,0.6814104515259081,0.821132357362318,0.6569048068011133,0.3315925757401375,0.05665706637487139,0.7463556582753395,0.25284979673642816,0.22523839086038877,0.41462847828023663,1
0.8984,0.1395,0.4325,0.5311,0.8793,0.154,0.1779,0.5311,0.5037,0.5621,0.7947,0.1159,0.2034,0.897,0.5744,0.4416,0.6702376837187322,0.05003178904649341,0.7617523490235757,0.1690660533744851,0.53568355690545,0.5502273004595917,0.06048194747314817,0.2952758249089018,0.6347782254206107,0.35592098130428856,0.7502995252055442,0.577794540984188,0.9484590463892254,0.4952472137857661,0.11462931728041946,0.6386344043779244,1
0.7974,0.173,0.4703,0.5264,0.8302,0.2009,0.1847,0.5574,0.4792,0.5292,0.8428,0.1655,0.1366,0.8179,0.5411,0.5234,0.9194761772533087,0.758886190987896,0.3078588981898869,0.9771517087211744,0.07205402999519439,0.6525757385032559,0.8035949942072589,0.8476235722752982,0.4479768250944961,0.20131196061969447,0.5275110986757762,0.5036787667101144,0.342899487539727,0.7929692789672824,0.6775599771131635,0.17487674662691904,1
0.8604,0.1496,0.5495,0.5409,0.8975,0.2156,0.1813,0.5426,0.4267,0.5778,0.8132,0.1094,0.089,0.8634,0.4487,0.5414,0.6468396415641562,0.7394080278598361,0.2463119062984822,0.7825810949604604,0.6806227508015943,0.5739940078733203,0.26689017977346896,0.672098102341149,0.4457803555991601,0.6445859703992828,0.5940894687011601,0.436766847667972,0.2747607664610973,0.46020817867282393,0.4832880681205066,0.29347634662214495,1
0.8253,0.1558,0.5212,0.5393,0.8661,0.1331,0.1366,0.5064,0.5258,0.5254,0.8455,0.1944,0.1741,0.8339,0.4622,0.5257,0.04963821802766111,0.5022268476356928,0.657436152701998,0.3385054205909317,0.5999163068580698,0.05590607504462897,0.33451841382908476,0.4909128642240288,0.5167297972557994,0.3361888192145929,0.9514985280194832,0.8043611505243734,0.2534453321312247,0.7088451868055867,0.12419233979681651,0.43262469932330505,1
0.826,0.1702,0.4907,0.5201,0.8551,0.1491,0.181,0.4939,0.4937,0.494,0.8504,0.1561,0.1845,0.8428,0.4874,0.4784,0.8283100275383884,0.5366406402555322,0.929830215879923,0.37323653885580466,0.8921810655468647,0.5818882185785339,0.47029020588227133,0.18254755301498482,0.5925059911037427,0.5887376542424738,0.21509111734501404,0.4595993738302031,0.30391382686868396,0.19719077274781407,0.42109798835222356,0.6169213957984776,1
0.8485,0.1116,0.4335,0.5764,0.8246,0.212,0.0858,0.4612,0.4885,0.4763,0.8527,0.2408,0.1695,0.9046,0.5082,0.5479,0.8264006660920508,0.7952419536471832,0.3874739739025084,0.32126466691463207,0.27388613749741675,0.340157695958205,0.09098876347239093,0.8545820285172337,0.2709363220064626,0.16913646366016366,0.07048755237792279,0.4777457265576657,0.8168731717531386,0.2260019311452055,0.24911652155222072,0.6703532135959498,1
0.8285,0.1698,0.4755,0.5165,0.8164,0.1932,0.1467,0.5035,0.5253,0.5047,0.8314,0.1846,0.1648,0.8362,0.5183,0.4793,0.4362446757747276,0.17759106714603912,0.6816018206195658,0.1754029748521606,0.8796831284592564,0.004382763075076457,0.5532238877365364,0.6405240234880739,0.5083424162820591,0.6657485141998379,0.28584471098280867,0.07187652867118749,0.5128976565260024,0.8133938583521135,0.42173472832755843,0.6682050551064086,1
0.809,0.1735,0.5165,0.5057,0.8344,0.1776,0.1414,0.4783,0.4877,0.4871,0.814,0.1918,0.1749,0.8439,0.5136,0.4757,0.34261202494648735,0.19312981444608457,0.8993082864359172,0.5919223555962168,0.6952708149120693,0.1660636835879209,0.009576703171974343,0.9070521255950732,0.5669050694072219,0.49278635129442405,0.3236419367572363,0.8022813650324409,0.610650605035185,0.9147242805076609,0.8594948800768911,0.18153416782325157,1
0.8218,0.1777,0.5087,0.5067,0.8339,0.1784,0.1713,0.4886,0.5001,0.4972,0.8263,0.1789,0.1657,0.8402,0.4896,0.4939,0.18807976281421657,0.05490486021901475,0.7773248961497485,0.5664818743937239,0.017148463873168263,0.557547012677294,0.5088275684273834,0.9230796137559067,0.5963435528769204,0.2406282504377373,0.5981291541477135,0.5560320503662269,0.34979354565748744,0.4091912208102184,0.33252858843545596,0.8980881956480897,1
0.8352,0.1693,0.4988,0.5036,0.8332,0.1677,0.1639,0.4961,0.5035,0.5041,0.8301,0.1635,0.1658,0.8357,0.4999,0.5041,0.5902011104310546,0.15061314774823664,0.6251501961977859,0.8004510980048779,0.9676048827885775,0.3112235437971914,0.5771722219923556,0.047683681477162954,0.19514629989351728,0.8487757503089521,0.4085198367286173,0.7890620220926244,0.5483369953933154,0.6663459083578551,0.33671177311945627,0.5177693686541512,1
0.8269,0.0764,0.5487,0.5067,0.9144,0.1065,0.1149,0.5202,0.4931,0.5499,0.7758,0.1402,0.2101,0.9022,0.5065,0.5359,0.9549474579619023,0.1428579567045597,0.6528439272313702,0.8559559211828818,0.47969935411933695,0.97781488213096,0.4071662173259364,0.5686084451713379,0.3524215424052666,0.21103281132744228,0.7684806857087753,0.44219136815396887,0.5543881331191517,0.886757746906108,0.2876179232055719,0.26998713965062643,1
0.8331,0.1483,0.489,0.5119,0.8302,0.1538,0.1636,0.4962,0.5127,0.4883,0.8321,0.1828,0.1667,0.8337,0.4985,0.4874,0.8527834090506343,0.016299806762282043,0.8631828123811217,0.8458507924017604,0.16470675149731562,0.6976357681499552,0.2758754969066457,0.1919008761020986,0.6213337023955093,0.4295829392247145,0.45794604453275917,0.23077052693697284,0.5257209594650977,0.34289525501368573,0.3166800581889533,0.0840487142407439,1
0.8389,0.1592,0.5108,0.5102,0.8343,0.1609,0.1743,0.511,0.5106,0.5006,0.8362,0.163,0.157,0.8248,0.4888,0.5026,0.5108868822324362,0.7113185933535645,0.3806246983809094,0.3412068600960364,0.22423194616767572,0.5744307700520942,0.5831748324348366,0.8678537426194803,0.10792773080585899,0.29831188399409025,0.6926551557738461,0.1800747687374135,0.7827995926398403,0.18478329317397924,0.9377323241007777,0.22599853940352255,1
0.8467,0.167,0.4891,0.4957,0.83,0.1712,0.1744,0.4856,0.4997,0.507,0.85,0.1792,0.1469,0.8375,0.4848,0.5023,0.8343825561071886,0.008096954230031983,0.14670031527491878,0.13177886012559537,0.2719741928877667,0.7422393864051255,0.48928255895516404,0.730290390996539,0.1661727488071974,0.8867078326539857,0.20877191539376644,0.6936459472631978,0.8781541030859275,0.30786404339214657,0.4868829584176584,0.421265964185899,1
0.7655,0.137,0.4486,0.4808,0.739,0.1205,0.101,0.3961,0.3916,0.4431,0.8864,0.0455,0.2487,0.8188,0.5706,0.4264,0.8412711952099982,0.3696805067258264,0.003449161547000257,0.21320301426185229,0.6169536037498473,0.5729825035842382,0.20411069461323483,0.7543712582315689,0.48773905134006657,0.3789888140703602,0.6332607906703788,0.17508311449658337,0.8484995575438632,0.48272483510203207,0.22795002223452407,0.790601659701357,1
0.7551,0.1165,0.5692,0.5008,0.8399,0.1307,0.0975,0.4293,0.4215,0.5368,0.833,0.1474,0.1308,0.9122,0.4308,0.4534,0.028966496108376205,0.15476073973698834,0.5184068961860657,0.60455919776875,0.9173145628664763,0.3840212158058136,0.8127612331925335,0.4722813671640038,0.4635339588324749,0.33457723215887586,0.5037675244651545,0.22570930070190104,0.31558528488726006,0.1899696191552325,0.6339240687368127,0.165317289571441,1
0.8545,0.1923,0.5571,0.5087,0.8156,0.1897,0.1524,0.4933,0.5346,0.5425,0.8462,0.1213,0.1837,0.8697,0.5372,0.4925,0.3021022354393923,0.9526691450427601,0.49574027787798736,0.7073399087433643,0.2923696097584687,0.8846434731392365,0.4766327239135907,0.04684996873059122,0.409275458266398,0.43424514350025295,0.11988580583096207,0.7476546871188562,0.40812237529320905,0.7716539838594343,0.6418399467158646,0.7268697535821665,1
